title,description,location,price,label
Win Free iPhone Ratnapura,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Ratnapura,0,fake
Food Festival in Kalutara,"Join the food festival happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,1500,real
Buddhist Ceremony in Badulla,"Join the buddhist ceremony happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,1000,real
Village Drama in Ratnapura,"Join the village drama happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,2000,real
Handicraft Fair in Kandy,"Join the handicraft fair happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,2000,real
Handicraft Fair in Anuradhapura,"Join the handicraft fair happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1000,real
Educational Workshop in Colombo,"Join the educational workshop happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,2000,real
Temple Perahera in Kalutara,"Join the temple perahera happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,2000,real
Temple Perahera in Trincomalee,"Join the temple perahera happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,0,real
Village Drama in Kalutara,"Join the village drama happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,500,real
Music Concert in Batticaloa,"Join the music concert happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,2000,real
Cultural Dance Show in Negombo,"Join the cultural dance show happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,0,real
Music Concert in Batticaloa,"Join the music concert happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,500,real
Lottery Winner Event Badulla,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Badulla,5000,fake
Handicraft Fair in Anuradhapura,"Join the handicraft fair happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1000,real
Handicraft Fair in Jaffna,"Join the handicraft fair happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,2000,real
Art Exhibition in Matara,"Join the art exhibition happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Art Exhibition in Nuwara Eliya,"Join the art exhibition happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,2000,real
Community Festival in Ratnapura,"Join the community festival happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,500,real
Handicraft Fair in Kalutara,"Join the handicraft fair happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,0,real
Buddhist Ceremony in Negombo,"Join the buddhist ceremony happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,500,real
Food Festival in Negombo,"Join the food festival happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1000,real
Community Festival in Matara,"Join the community festival happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Handicraft Fair in Kurunegala,"Join the handicraft fair happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,500,real
Music Concert in Polonnaruwa,"Join the music concert happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,1500,real
Food Festival in Colombo,"Join the food festival happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,2000,real
Temple Perahera in Ratnapura,"Join the temple perahera happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,1500,real
Crypto Double Money Event Galle,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Galle,0,fake
Cultural Dance Show in Trincomalee,"Join the cultural dance show happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,1500,real
Music Concert in Negombo,"Join the music concert happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1500,real
Educational Workshop in Trincomalee,"Join the educational workshop happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,1500,real
Food Festival in Negombo,"Join the food festival happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,500,real
Temple Perahera in Nuwara Eliya,"Join the temple perahera happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,1000,real
Art Exhibition in Jaffna,"Join the art exhibition happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,0,real
Village Drama in Kandy,"Join the village drama happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,1000,real
Music Concert in Jaffna,"Join the music concert happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,500,real
Educational Workshop in Galle,"Join the educational workshop happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,1000,real
Cultural Dance Show in Ratnapura,"Join the cultural dance show happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,2000,real
Cultural Dance Show in Galle,"Join the cultural dance show happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,1500,real
Art Exhibition in Kandy,"Join the art exhibition happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,1000,real
Cultural Dance Show in Kurunegala,"Join the cultural dance show happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,2000,real
Limited Prize Giveaway Nuwara Eliya,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Nuwara Eliya,5000,fake
Limited Prize Giveaway Ratnapura,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Ratnapura,5000,fake
Win Free iPhone Badulla,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Badulla,5000,fake
Cultural Dance Show in Kurunegala,"Join the cultural dance show happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,0,real
Handicraft Fair in Badulla,"Join the handicraft fair happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,2000,real
Urgent VIP Ticket Offer Badulla,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Badulla,0,fake
Handicraft Fair in Galle,"Join the handicraft fair happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,0,real
Educational Workshop in Colombo,"Join the educational workshop happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,500,real
Buddhist Ceremony in Negombo,"Join the buddhist ceremony happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1500,real
Lottery Winner Event Colombo,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Colombo,0,fake
Urgent VIP Ticket Offer Polonnaruwa,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,5000,fake
Handicraft Fair in Anuradhapura,"Join the handicraft fair happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,500,real
Handicraft Fair in Badulla,"Join the handicraft fair happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,2000,real
Food Festival in Nuwara Eliya,"Join the food festival happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,1500,real
Lottery Winner Event Jaffna,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Jaffna,2000,fake
Urgent VIP Ticket Offer Kalutara,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Kalutara,2000,fake
Buddhist Ceremony in Ratnapura,"Join the buddhist ceremony happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,1500,real
Handicraft Fair in Galle,"Join the handicraft fair happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,2000,real
Village Drama in Polonnaruwa,"Join the village drama happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,1000,real
Art Exhibition in Nuwara Eliya,"Join the art exhibition happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,500,real
Urgent VIP Ticket Offer Negombo,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Negombo,2000,fake
Food Festival in Kurunegala,"Join the food festival happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,2000,real
Village Drama in Kalutara,"Join the village drama happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,1500,real
Win Free iPhone Negombo,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Negombo,1000,fake
Temple Perahera in Jaffna,"Join the temple perahera happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,1000,real
Urgent VIP Ticket Offer Batticaloa,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Batticaloa,0,fake
Limited Prize Giveaway Galle,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Galle,1000,fake
